name,score,category,country_region,director,actors,intro,source_url,source_site,crawl_time
恐怖直播,8.7,剧情 犯罪 悬疑,韩国,金秉祐 Byeong-woo Kim,河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,\N,https://movie.douban.com/subject/21360417/,豆瓣电影,2026-03-24T17:21:54
黑客帝国3：矩阵革命,8.8,动作 科幻,美国,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ...,\N,\N,https://movie.douban.com/subject/1302467/,豆瓣电影,2026-03-24T17:21:54
末路狂花,9.0,犯罪 剧情 惊悚,美国 英国 法国,雷德利·斯科特 Ridley Scott,吉娜·戴维斯 Geena Davis / 苏...,\N,https://movie.douban.com/subject/1291992/,豆瓣电影,2026-03-24T17:21:54
小丑,8.7,剧情 犯罪 惊悚,美国 加拿大,托德·菲利普斯 Todd Phillips,杰昆·菲尼克斯 Joaquin Phoeni...,\N,https://movie.douban.com/subject/27119724/,豆瓣电影,2026-03-24T17:21:54
三块广告牌,8.7,剧情 犯罪,英国 美国,马丁·麦克唐纳 Martin McDonagh,弗兰西斯·麦克多蒙德 France...,\N,https://movie.douban.com/subject/26611804/,豆瓣电影,2026-03-24T17:21:54
谍影重重3,8.9,动作 悬疑 惊悚,美国 德国 法国 英国,保罗·格林格拉斯 Paul Greengrass,马特·达蒙 Matt Damon / ...,\N,https://movie.douban.com/subject/1578507/,豆瓣电影,2026-03-24T17:21:54
电锯惊魂,8.7,悬疑 惊悚 恐怖,美国,詹姆斯·温 James Wan,雷·沃纳尔 Leigh Whannell / 加利·艾...,\N,https://movie.douban.com/subject/1417598/,豆瓣电影,2026-03-24T17:21:54
高山下的花环,9.5,剧情 战争,1985 / 中国大陆,谢晋 Jin Xie,吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,\N,https://movie.douban.com/subject/1422283/,豆瓣电影,2026-03-24T17:21:54
无间道2,8.8,剧情 犯罪 惊悚,中国香港,刘伟强 Andrew Lau / 麦兆辉 Alan Mak,陈冠希 Edison Chen / ...,\N,https://movie.douban.com/subject/1307106/,豆瓣电影,2026-03-24T17:21:54
达拉斯买家俱乐部,8.8,剧情 传记 同性,美国,让-马克·瓦雷 Jean-Marc Vallée,马修·麦康纳 Matthew McCon...,\N,https://movie.douban.com/subject/1793929/,豆瓣电影,2026-03-24T17:21:55
疯狂原始人,8.7,喜剧 动画 冒险,美国,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders 主演...,\N,\N,https://movie.douban.com/subject/1907966/,豆瓣电影,2026-03-24T17:21:55
绿里奇迹,8.9,犯罪 剧情 奇幻 悬疑,美国,弗兰克·德拉邦特 Frank Darabont,汤姆·汉克斯 Tom Hanks / ...,\N,https://movie.douban.com/subject/1300374/,豆瓣电影,2026-03-24T17:21:55
爱在午夜降临前,8.9,剧情 爱情,美国 希腊,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,\N,https://movie.douban.com/subject/10808442/,豆瓣电影,2026-03-24T17:21:55
疯狂的石头,8.6,喜剧 犯罪,中国大陆 中国香港,宁浩 Hao Ning,郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,\N,https://movie.douban.com/subject/1862151/,豆瓣电影,2026-03-24T17:21:55
雨中曲,9.1,喜剧 歌舞 爱情,美国,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,吉恩·...,\N,https://movie.douban.com/subject/1293460/,豆瓣电影,2026-03-24T17:21:55
2001太空漫游,8.9,科幻 惊悚 冒险,英国 美国,斯坦利·库布里克 Stanley Kubrick,凯尔·杜拉 Keir Dullea / ...,\N,https://movie.douban.com/subject/1292226/,豆瓣电影,2026-03-24T17:21:55
海街日记,8.8,剧情 家庭,日本,是枝裕和 Hirokazu Koreeda,绫濑遥 Haruka Ayase / 长泽雅美 M...,\N,https://movie.douban.com/subject/25895901/,豆瓣电影,2026-03-24T17:21:55
风之谷,8.9,动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,岛本须美 Sumi Shimamoto / 松田洋治 Y...,\N,https://movie.douban.com/subject/1291585/,豆瓣电影,2026-03-24T17:21:55
上帝之城,9.0,犯罪 剧情,巴西 法国,费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund ...,\N,\N,https://movie.douban.com/subject/1292208/,豆瓣电影,2026-03-24T17:21:55
心迷宫,8.7,剧情 犯罪 悬疑,中国大陆,忻钰坤 Yukun Xin,霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,\N,https://movie.douban.com/subject/25917973/,豆瓣电影,2026-03-24T17:21:55
英雄本色,8.6,剧情 动作 犯罪,中国香港,吴宇森 John Woo,周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,\N,https://movie.douban.com/subject/1297574/,豆瓣电影,2026-03-24T17:21:55
记忆碎片,8.7,犯罪 剧情 悬疑 惊悚,美国,克里斯托弗·诺兰 Christopher Nolan,盖·皮尔斯 Guy Pearce /...,\N,https://movie.douban.com/subject/1304447/,豆瓣电影,2026-03-24T17:21:55
纵横四海,8.8,剧情 喜剧 动作 犯罪,中国香港,吴宇森 John Woo,周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,\N,https://movie.douban.com/subject/1295409/,豆瓣电影,2026-03-24T17:21:55
无敌破坏王,8.7,喜剧 动画 奇幻 冒险,美国,瑞奇·莫尔 Rich Moore,约翰·C·赖利 John C. Reilly / 萨拉...,\N,https://movie.douban.com/subject/6534248/,豆瓣电影,2026-03-24T17:21:55
卢旺达饭店,8.9,剧情 传记 历史 战争,英国 南非 意大利 美国,特瑞·乔治 Terry George,唐·钱德尔 Don Cheadle / 苏菲·奥...,\N,https://movie.douban.com/subject/1291822/,豆瓣电影,2026-03-24T17:21:55
东京教父,9.0,剧情 喜剧 动画,日本,今敏 Satoshi Kon,江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,\N,https://movie.douban.com/subject/1310177/,豆瓣电影,2026-03-24T17:21:55
小偷家族,8.7,剧情 犯罪 家庭,日本,是枝裕和 Hirokazu Koreeda,中川雅也 Lily Franky / 安藤樱 Sa...,\N,https://movie.douban.com/subject/27622447/,豆瓣电影,2026-03-24T17:21:55
恐怖游轮,8.5,科幻 悬疑 奇幻 惊悚,英国 澳大利亚,克里斯托弗·史密斯 Christopher Smith,梅利莎·乔治 Melissa ...,\N,https://movie.douban.com/subject/3011051/,豆瓣电影,2026-03-24T17:21:55
牯岭街少年杀人事件,8.9,剧情 犯罪,中国台湾,杨德昌 Edward Yang,张震 Chen Chang / 杨静怡 Lisa Yang / 张...,\N,https://movie.douban.com/subject/1292329/,豆瓣电影,2026-03-24T17:21:55
冰川时代,8.7,喜剧 动画 冒险,美国,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge 主演...,\N,\N,https://movie.douban.com/subject/1291578/,豆瓣电影,2026-03-24T17:21:55
魔女宅急便,8.7,动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,高山南 Minami Takayama / 佐久间玲 Re...,\N,https://movie.douban.com/subject/1307811/,豆瓣电影,2026-03-24T17:21:55
芙蓉镇,9.3,剧情 爱情,中国大陆,谢晋 Jin Xie,刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,\N,https://movie.douban.com/subject/1297880/,豆瓣电影,2026-03-24T17:21:55
忠犬八公物语,9.2,剧情,日本,神山征二郎 Seijirô Kôyama,仲代达矢 Tatsuya Nakadai /...,\N,https://movie.douban.com/subject/1959195/,豆瓣电影,2026-03-24T17:21:55
岁月神偷,8.7,剧情 家庭,中国香港 中国大陆,罗启锐 Alex Law,吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,\N,https://movie.douban.com/subject/3792799/,豆瓣电影,2026-03-24T17:21:55
遗愿清单,8.7,冒险 喜剧 剧情,美国,罗伯·莱纳 Rob Reiner,杰克·尼科尔森 Jack Nicholson / 摩根...,\N,https://movie.douban.com/subject/1867345/,豆瓣电影,2026-03-24T17:21:56
荒蛮故事,8.7,剧情 喜剧 犯罪,阿根廷 西班牙,达米安·斯兹弗隆 Damián Szifron,达里奥·葛兰帝内提 Darío...,\N,https://movie.douban.com/subject/24750126/,豆瓣电影,2026-03-24T17:21:56
大佛普拉斯,8.7,剧情 喜剧,中国台湾,黄信尧 Hsin-yao Huang,庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,\N,https://movie.douban.com/subject/27059130/,豆瓣电影,2026-03-24T17:21:56
源代码,8.6,科幻 悬疑 惊悚,美国 加拿大,邓肯·琼斯 Duncan Jones,杰克·吉伦哈尔 Jake Gyllenhaal / ...,\N,https://movie.douban.com/subject/3075287/,豆瓣电影,2026-03-24T17:21:56
花束般的恋爱,8.6,剧情 爱情,日本,土井裕泰 Nobuhiro Doi,菅田将晖 Masaki Suda / 有村架纯 Kasu...,\N,https://movie.douban.com/subject/34874432/,豆瓣电影,2026-03-24T17:21:56
白日梦想家,8.6,剧情 喜剧 冒险,美国 英国,本·斯蒂勒 Ben Stiller,本·斯蒂勒 Ben Stiller / 克里斯汀·...,\N,https://movie.douban.com/subject/2133323/,豆瓣电影,2026-03-24T17:21:56
疯狂的麦克斯4：狂暴之路,8.7,动作 科幻 冒险,澳大利亚 美国,乔治·米勒 George Miller,汤姆·哈迪 Tom Hardy / 查理兹·塞...,\N,https://movie.douban.com/subject/3592854/,豆瓣电影,2026-03-24T17:21:56
可可西里,8.9,剧情 犯罪,中国大陆 中国香港,陆川 Chuan Lu,多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,\N,https://movie.douban.com/subject/1308857/,豆瓣电影,2026-03-24T17:21:56
你看起来好像很好吃,8.9,剧情 动画 儿童,日本,藤森雅也 Masaya Fujimori,山口胜平 Kappei Yamaguchi / 爱河...,\N,https://movie.douban.com/subject/4848115/,豆瓣电影,2026-03-24T17:21:56
爱乐之城,8.4,剧情 爱情 歌舞,美国,达米恩·查泽雷 Damien Chazelle,瑞恩·高斯林 Ryan Gosling /...,\N,https://movie.douban.com/subject/25934014/,豆瓣电影,2026-03-24T17:21:56
贫民窟的百万富翁,8.6,剧情 爱情,英国,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,戴夫...,\N,https://movie.douban.com/subject/2209573/,豆瓣电影,2026-03-24T17:21:56
波西米亚狂想曲,8.6,剧情 传记 同性 音乐,英国 美国,布莱恩·辛格 Bryan Singer,拉米·马雷克 Rami Malek / 本·哈...,\N,https://movie.douban.com/subject/5300054/,豆瓣电影,2026-03-24T17:21:56
城市之光,9.3,喜剧 剧情 爱情,美国,查理·卓别林 Charles Chaplin,查理·卓别林 Charles Chaplin ...,\N,https://movie.douban.com/subject/1293908/,豆瓣电影,2026-03-24T17:21:56
爆裂鼓手,8.6,剧情 音乐,美国,达米恩·查泽雷 Damien Chazelle,迈尔斯·特勒 Miles Teller /...,\N,https://movie.douban.com/subject/25773932/,豆瓣电影,2026-03-24T17:21:56
青蛇,8.6,剧情 爱情 奇幻 古装,中国香港 中国大陆,徐克 Hark Tsui,张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,\N,https://movie.douban.com/subject/1303394/,豆瓣电影,2026-03-24T17:21:56
东邪西毒,8.6,剧情 动作 爱情 武侠 古装,中国香港 中国台湾,王家卫 Kar Wai Wong,张国荣 Leslie Cheung / 林青霞 Brigitte...,\N,https://movie.douban.com/subject/1292328/,豆瓣电影,2026-03-24T17:21:56
哈利·波特与死亡圣器(上),8.6,奇幻 冒险,英国 美国,大卫·叶茨 David Yates,丹尼尔·雷德克里夫 Daniel Radcliffe...,\N,https://movie.douban.com/subject/2051007/,豆瓣电影,2026-03-24T17:21:56
无耻混蛋,8.7,剧情 犯罪,德国 美国,昆汀·塔伦蒂诺 Quentin Tarantino,布拉德·皮特 Brad Pitt / ...,\N,https://movie.douban.com/subject/1438652/,豆瓣电影,2026-03-24T17:21:56
终结者2：审判日,8.8,动作 科幻,美国 法国,詹姆斯·卡梅隆 James Cameron,阿诺·施瓦辛格 Arnold Schwarz...,\N,https://movie.douban.com/subject/1291844/,豆瓣电影,2026-03-24T17:21:56
大红灯笼高高挂,8.8,剧情,中国大陆 中国香港 中国台湾,张艺谋 Yimou Zhang,巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...,\N,https://movie.douban.com/subject/1293323/,豆瓣电影,2026-03-24T17:21:56
黑天鹅,8.6,剧情 惊悚,美国,达伦·阿罗诺夫斯基 Darren Aronofsky,娜塔莉·波特曼 Natalie...,\N,https://movie.douban.com/subject/1978709/,豆瓣电影,2026-03-24T17:21:56
新龙门客栈,8.7,动作 爱情 武侠 古装,中国香港 中国大陆,李惠民 Raymond Lee,张曼玉 Maggie Cheung / 林青霞 Brigitte ...,\N,https://movie.douban.com/subject/1292287/,豆瓣电影,2026-03-24T17:21:56
初恋这件小事,8.5,剧情 喜剧 爱情,泰国,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,\N,\N,https://movie.douban.com/subject/4739952/,豆瓣电影,2026-03-24T17:21:56
人工智能,8.7,剧情 科幻,美国,史蒂文·斯皮尔伯格 Steven Spielberg,海利·乔·奥斯蒙 Haley...,\N,https://movie.douban.com/subject/1302827/,豆瓣电影,2026-03-24T17:21:56
千钧一发,8.8,剧情 科幻 惊悚,美国,安德鲁·尼科尔 Andrew Niccol,伊桑·霍克 Ethan Hawke / 乌玛...,\N,https://movie.douban.com/subject/1300117/,豆瓣电影,2026-03-24T17:21:56
崖上的波妞,8.6,动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,\N,https://movie.douban.com/subject/1959877/,豆瓣电影,2026-03-24T17:21:56
雨人,8.7,剧情,美国,巴瑞·莱文森 Barry Levinson,达斯汀·霍夫曼 Dustin Hoffman ...,\N,https://movie.douban.com/subject/1291870/,豆瓣电影,2026-03-24T17:21:56
虎口脱险,8.9,喜剧 战争,法国 英国,杰拉尔·乌里 Gérard Oury,路易·德·菲耐斯 Louis de Funès...,\N,https://movie.douban.com/subject/1296909/,豆瓣电影,2026-03-24T17:21:56
哈利·波特与凤凰社,8.6,奇幻 冒险,英国 美国,大卫·叶茨 David Yates,丹尼尔·雷德克里夫 Daniel Radcliffe...,\N,https://movie.douban.com/subject/1457217/,豆瓣电影,2026-03-24T17:21:56
彗星来的那一夜,8.6,科幻 悬疑 惊悚,美国 英国,詹姆斯·沃德·布柯特 James Ward Byrkit,艾米丽·芭尔多尼 Em...,\N,https://movie.douban.com/subject/25807345/,豆瓣电影,2026-03-24T17:21:56
罗生门,8.8,剧情 犯罪 悬疑,日本,黑泽明 Akira Kurosawa,三船敏郎 Toshirô Mifune / 京町子 ...,\N,https://movie.douban.com/subject/1291879/,豆瓣电影,2026-03-24T17:21:56
海边的曼彻斯特,8.6,剧情 家庭,美国,肯尼斯·罗纳根 Kenneth Lonergan,卡西·阿弗莱克 Casey Affle...,\N,https://movie.douban.com/subject/25980443/,豆瓣电影,2026-03-24T17:21:56
恋恋笔记本,8.5,剧情 爱情,美国,尼克·卡索维茨 Nick Cassavetes,瑞恩·高斯林 Ryan Gosling /...,\N,https://movie.douban.com/subject/1309163/,豆瓣电影,2026-03-24T17:21:56
真爱至上,8.5,喜剧 剧情 爱情,英国 美国 法国,理查德·柯蒂斯 Richard Curtis,休·格兰特 Hugh Grant / 连姆...,\N,https://movie.douban.com/subject/1292401/,豆瓣电影,2026-03-24T17:21:56
火星救援,8.5,剧情 科幻 冒险,英国 美国 匈牙利 约旦,雷德利·斯科特 Ridley Scott,马特·达蒙 Matt Damon / 杰西卡...,\N,https://movie.douban.com/subject/25864085/,豆瓣电影,2026-03-24T17:21:56
黑客帝国2：重装上阵,8.7,动作 科幻,美国,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ...,\N,\N,https://movie.douban.com/subject/1304141/,豆瓣电影,2026-03-24T17:21:56
步履不停,8.8,剧情 家庭,日本,是枝裕和 Hirokazu Koreeda,阿部宽 Hiroshi Abe / 夏川结衣 Yu...,\N,https://movie.douban.com/subject/2222996/,豆瓣电影,2026-03-24T17:21:56
冰雪奇缘,8.5,喜剧 动画 奇幻 歌舞,美国,克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee,克里斯汀...,\N,https://movie.douban.com/subject/4202982/,豆瓣电影,2026-03-24T17:21:56
奇迹男孩,8.6,剧情 儿童 家庭,美国 中国香港,斯蒂芬·卓博斯基 Stephen Chbosky,雅各布·特伦布莱 Jacob Tr...,\N,https://movie.douban.com/subject/26787574/,豆瓣电影,2026-03-24T17:21:56
千年女优,8.8,动画 剧情 爱情,日本,今敏 Satoshi Kon,庄司美代子 Miyoko Shôji / 小山茉美 Mam...,\N,https://movie.douban.com/subject/1307394/,豆瓣电影,2026-03-24T17:21:56
战争之王,8.7,剧情 犯罪,美国 德国,安德鲁·尼科尔 Andrew Niccol,尼古拉斯·凯奇 Nicolas Cage /...,\N,https://movie.douban.com/subject/1419936/,豆瓣电影,2026-03-24T17:21:56
谍影重重2,8.7,动作 悬疑 惊悚,美国 德国,保罗·格林格拉斯 Paul Greengrass,马特·达蒙 Matt Damon / ...,\N,https://movie.douban.com/subject/1308767/,豆瓣电影,2026-03-24T17:21:56
蜘蛛侠：平行宇宙,8.6,动作 科幻 动画 冒险,美国,鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey 主...,\N,\N,https://movie.douban.com/subject/26374197/,豆瓣电影,2026-03-24T17:21:56
攻壳机动队,9.0,动作 科幻 动画,日本,押井守 Mamoru Oshii,田中敦子 Atsuko Tanaka / 大冢明夫 Akio...,\N,https://movie.douban.com/subject/1291936/,豆瓣电影,2026-03-24T17:21:56
血钻,8.7,剧情 惊悚 冒险,美国 德国 英国,爱德华·兹威克 Edward Zwick,莱昂纳多·迪卡普里奥 Leonardo ...,\N,https://movie.douban.com/subject/1428175/,豆瓣电影,2026-03-24T17:21:56
小姐,8.5,剧情 悬疑 情色 同性,韩国,朴赞郁 Chan-wook Park,金敏喜 Min-hee Kim / 金泰梨 Tae-ri K...,\N,https://movie.douban.com/subject/25977027/,豆瓣电影,2026-03-24T17:21:56
隐藏人物,8.9,剧情 传记 历史,美国,特奥多尔·梅尔菲 Theodore Melfi,塔拉吉·P·汉森 Taraji P. ...,\N,https://movie.douban.com/subject/26615208/,豆瓣电影,2026-03-24T17:21:56
魂断蓝桥,8.8,剧情 爱情 战争,美国,茂文·勒鲁瓦 Mervyn LeRoy,费雯·丽 Vivien Leigh / 罗伯特·...,\N,https://movie.douban.com/subject/1293964/,豆瓣电影,2026-03-24T17:21:56
血观音,8.6,剧情 悬疑,中国台湾,杨雅喆 Ya-che Yang,惠英红 Kara Wai Ying Hung / 吴可熙 Wu K...,\N,https://movie.douban.com/subject/27113517/,豆瓣电影,2026-03-24T17:21:56
房间,8.7,剧情 家庭,爱尔兰 加拿大 英国 美国,伦尼·阿伯拉罕森 Lenny Abrahamson,布丽·拉尔森 Brie Larson...,\N,https://movie.douban.com/subject/25724855/,豆瓣电影,2026-03-24T17:21:56
